txn_id,amount,timestamp,product_code,risk_score,billing_region,dist1,dist2,card_id,card_bin,card_issuer,card_brand,card_category,ip_address,ip_type,ip_country,ip_isp,ip_reputation,email_id,email_domain,is_disposable_email,address_id,addr_region,addr_country,addr_postal,merchant_id,merch_category,merch_risk,merch_terminals,account_id,device_id
TXN_100090,273.45,1710386449,W,0.131,CA,5.2,0.0,CARD_0090,434920,WellsFargo,mastercard,credit,198.51.0.100,RESIDENTIAL,US,Comcast,0.9,EMAIL_00089,gmail.com,false,ADDR_00089,CA,US,90299,MERCH_040,grocery,LOW,3,ACCT_0090,DEV_0090
TXN_100091,128.41,1710338010,W,0.16,CA,5.2,0.0,CARD_0091,494717,Chase,discover,credit,198.51.0.101,RESIDENTIAL,US,Comcast,0.9,EMAIL_00090,gmail.com,false,ADDR_00090,CA,US,90210,MERCH_041,grocery,LOW,4,ACCT_0091,DEV_0091
TXN_100092,286.85,1710034082,W,0.096,CA,5.2,0.0,CARD_0092,457823,BankOfAmerica,visa,credit,198.51.0.102,RESIDENTIAL,US,Comcast,0.9,EMAIL_00091,gmail.com,false,ADDR_00091,CA,US,90211,MERCH_042,retail,LOW,8,ACCT_0092,DEV_0092
TXN_100093,280.02,1710465409,W,0.169,CA,5.2,0.0,CARD_0093,433021,BankOfAmerica,mastercard,credit,198.51.0.103,RESIDENTIAL,US,Comcast,0.9,EMAIL_00092,gmail.com,false,ADDR_00092,CA,US,90212,MERCH_043,travel,LOW,5,ACCT_0093,DEV_0093
TXN_100094,346.36,1710285704,W,0.223,CA,5.2,0.0,CARD_0094,457953,WellsFargo,mastercard,credit,198.51.0.104,RESIDENTIAL,US,Comcast,0.9,EMAIL_00093,gmail.com,false,ADDR_00093,CA,US,90213,MERCH_044,crypto_gateway,HIGH,9,ACCT_0094,DEV_0094
TXN_100095,110.85,1710453008,W,0.113,CA,5.2,0.0,CARD_0095,448684,WellsFargo,visa,credit,198.51.0.105,RESIDENTIAL,US,Comcast,0.9,EMAIL_00094,gmail.com,false,ADDR_00094,CA,US,90214,MERCH_045,retail,LOW,6,ACCT_0095,DEV_0095
TXN_100096,282.78,1710230088,W,0.128,CA,5.2,0.0,CARD_0096,439571,Citibank,discover,credit,198.51.0.106,RESIDENTIAL,US,Comcast,0.9,EMAIL_00095,gmail.com,false,ADDR_00095,CA,US,90215,MERCH_046,electronics,LOW,4,ACCT_0096,DEV_0096
TXN_100097,77.58,1710363843,W,0.111,CA,5.2,0.0,CARD_0097,480329,Chase,amex,credit,198.51.0.107,RESIDENTIAL,US,Comcast,0.9,EMAIL_00096,gmail.com,false,ADDR_00096,CA,US,90216,MERCH_047,electronics,LOW,6,ACCT_0097,DEV_0097
TXN_100098,258.57,1710042380,W,0.175,CA,5.2,0.0,CARD_0098,493695,WellsFargo,visa,credit,198.51.0.108,RESIDENTIAL,US,Comcast,0.9,EMAIL_00097,gmail.com,false,ADDR_00097,CA,US,90217,MERCH_048,travel,LOW,5,ACCT_0098,DEV_0098
TXN_100099,122.61,1710042979,W,0.12,CA,5.2,0.0,CARD_0099,491205,WellsFargo,mastercard,credit,198.51.0.109,RESIDENTIAL,US,Comcast,0.9,EMAIL_00098,gmail.com,false,ADDR_00098,CA,US,90218,MERCH_049,electronics,LOW,4,ACCT_0099,DEV_0099
TXN_100100,70.83,1710233735,W,0.217,CA,5.2,0.0,CARD_0100,470852,WellsFargo,amex,credit,198.51.0.110,RESIDENTIAL,US,Comcast,0.9,EMAIL_00099,gmail.com,false,ADDR_00099,CA,US,90219,MERCH_050,grocery,LOW,6,ACCT_0100,DEV_0100
TXN_100101,320.39,1710323359,W,0.275,CA,5.2,0.0,CARD_0001,441358,WellsFargo,amex,credit,198.51.0.11,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00100,disposable-mail.net,true,ADDR_00100,CA,US,90220,MERCH_001,crypto_gateway,HIGH,2,ACCT_0001,DEV_0101
TXN_100102,332.55,1710040343,W,0.234,CA,5.2,0.0,CARD_0002,454020,WellsFargo,visa,credit,198.51.0.12,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00101,disposable-mail.net,true,ADDR_00101,CA,US,90221,MERCH_002,electronics,LOW,5,ACCT_0002,DEV_0102
TXN_100103,242.6,1710017326,W,0.23,CA,5.2,0.0,CARD_0003,430028,BankOfAmerica,visa,credit,198.51.0.13,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00102,disposable-mail.net,true,ADDR_00102,CA,US,90222,MERCH_003,retail,LOW,4,ACCT_0003,DEV_0103
TXN_100104,26.66,1710036249,W,0.133,CA,5.2,0.0,CARD_0004,471069,Citibank,visa,credit,198.51.0.14,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00103,disposable-mail.net,true,ADDR_00103,CA,US,90223,MERCH_004,retail,LOW,2,ACCT_0004,DEV_0104
TXN_100105,217.71,1710357024,W,0.152,CA,5.2,0.0,CARD_0005,486556,Chase,amex,credit,198.51.0.15,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00104,disposable-mail.net,true,ADDR_00104,CA,US,90224,MERCH_005,crypto_gateway,HIGH,9,ACCT_0005,DEV_0105
TXN_100106,40.76,1710073191,W,0.199,CA,5.2,0.0,CARD_0006,449139,Citibank,amex,credit,198.51.0.16,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00105,disposable-mail.net,true,ADDR_00105,CA,US,90225,MERCH_006,electronics,LOW,10,ACCT_0006,DEV_0106
TXN_100107,336.77,1710014586,W,0.139,CA,5.2,0.0,CARD_0007,438906,Citibank,mastercard,credit,198.51.0.17,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00106,disposable-mail.net,true,ADDR_00106,CA,US,90226,MERCH_007,travel,LOW,1,ACCT_0007,DEV_0107
TXN_100108,203.16,1710138246,W,0.279,CA,5.2,0.0,CARD_0008,460968,WellsFargo,amex,credit,198.51.0.18,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00107,disposable-mail.net,true,ADDR_00107,CA,US,90227,MERCH_008,electronics,LOW,2,ACCT_0008,DEV_0108
TXN_100109,110.67,1710481498,W,0.081,CA,5.2,0.0,CARD_0009,426728,Chase,amex,credit,198.51.0.19,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00108,disposable-mail.net,true,ADDR_00108,CA,US,90228,MERCH_009,retail,LOW,4,ACCT_0009,DEV_0109
TXN_100110,166.43,1710472166,W,0.273,CA,5.2,0.0,CARD_0010,466179,BankOfAmerica,amex,credit,198.51.0.20,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00109,disposable-mail.net,true,ADDR_00109,CA,US,90229,MERCH_010,grocery,LOW,10,ACCT_0010,DEV_0110
TXN_100111,345.5,1710351140,W,0.175,CA,5.2,0.0,CARD_0011,452906,BankOfAmerica,amex,credit,198.51.0.21,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00110,disposable-mail.net,true,ADDR_00110,CA,US,90230,MERCH_011,electronics,LOW,9,ACCT_0011,DEV_0111
TXN_100112,300.21,1710374192,W,0.102,CA,5.2,0.0,CARD_0012,459692,WellsFargo,amex,credit,198.51.0.22,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00111,disposable-mail.net,true,ADDR_00111,CA,US,90231,MERCH_012,retail,LOW,9,ACCT_0012,DEV_0112
TXN_100113,345.02,1710416270,W,0.056,CA,5.2,0.0,CARD_0013,480702,Chase,discover,credit,198.51.0.23,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00112,disposable-mail.net,true,ADDR_00112,CA,US,90232,MERCH_013,travel,LOW,4,ACCT_0013,DEV_0113
TXN_100114,200.6,1710194415,W,0.191,CA,5.2,0.0,CARD_0014,495426,Chase,visa,credit,198.51.0.24,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00113,disposable-mail.net,true,ADDR_00113,CA,US,90233,MERCH_014,travel,LOW,10,ACCT_0014,DEV_0114
TXN_100115,43.88,1710163157,W,0.144,CA,5.2,0.0,CARD_0015,491439,BankOfAmerica,mastercard,credit,198.51.0.25,DATACENTER_PROXY,US,CloudProxy LLC,0.2,EMAIL_00114,disposable-mail.net,true,ADDR_00114,CA,US,90234,MERCH_015,digital_gaming,HIGH,1,ACCT_0015,DEV_0115
TXN_100116,290.82,1710039666,W,0.067,CA,5.2,0.0,CARD_0016,483920,BankOfAmerica,amex,credit,198.51.0.26,RESIDENTIAL,US,Comcast,0.9,EMAIL_00115,gmail.com,false,ADDR_00115,CA,US,90235,MERCH_016,retail,LOW,7,ACCT_0016,DEV_0116
TXN_100117,171.05,1710272245,W,0.177,CA,5.2,0.0,CARD_0017,431992,Chase,mastercard,credit,198.51.0.27,RESIDENTIAL,US,Comcast,0.9,EMAIL_00116,gmail.com,false,ADDR_00116,CA,US,90236,MERCH_017,digital_gaming,HIGH,5,ACCT_0017,DEV_0117
TXN_100118,211.91,1710403538,W,0.259,CA,5.2,0.0,CARD_0018,450888,Citibank,amex,credit,198.51.0.28,RESIDENTIAL,US,Comcast,0.9,EMAIL_00117,gmail.com,false,ADDR_00117,CA,US,90237,MERCH_018,retail,LOW,4,ACCT_0018,DEV_0118
TXN_100119,33.56,1710066096,W,0.088,CA,5.2,0.0,CARD_0019,492213,BankOfAmerica,visa,credit,198.51.0.29,RESIDENTIAL,US,Comcast,0.9,EMAIL_00118,gmail.com,false,ADDR_00118,CA,US,90238,MERCH_019,digital_gaming,HIGH,2,ACCT_0019,DEV_0119
TXN_100120,123.09,1710372894,W,0.256,CA,5.2,0.0,CARD_0020,488697,Chase,visa,credit,198.51.0.30,RESIDENTIAL,US,Comcast,0.9,EMAIL_00119,gmail.com,false,ADDR_00119,CA,US,90239,MERCH_020,electronics,LOW,7,ACCT_0020,DEV_0120
TXN_100121,98.95,1710333952,W,0.12,CA,5.2,0.0,CARD_0021,458571,Chase,discover,credit,198.51.0.31,RESIDENTIAL,US,Comcast,0.9,EMAIL_00120,gmail.com,false,ADDR_00120,CA,US,90240,MERCH_021,electronics,LOW,6,ACCT_0021,DEV_0121
TXN_100122,193.72,1710264493,W,0.085,CA,5.2,0.0,CARD_0022,423833,Citibank,discover,credit,198.51.0.32,RESIDENTIAL,US,Comcast,0.9,EMAIL_00121,gmail.com,false,ADDR_00121,CA,US,90241,MERCH_022,digital_gaming,HIGH,10,ACCT_0022,DEV_0122
TXN_100123,297.25,1710296498,W,0.06,CA,5.2,0.0,CARD_0023,467080,BankOfAmerica,discover,credit,198.51.0.33,RESIDENTIAL,US,Comcast,0.9,EMAIL_00122,gmail.com,false,ADDR_00122,CA,US,90242,MERCH_023,digital_gaming,HIGH,1,ACCT_0023,DEV_0123
TXN_100124,229.89,1710303394,W,0.226,CA,5.2,0.0,CARD_0024,470931,Citibank,discover,credit,198.51.0.34,RESIDENTIAL,US,Comcast,0.9,EMAIL_00123,gmail.com,false,ADDR_00123,CA,US,90243,MERCH_024,crypto_gateway,HIGH,8,ACCT_0024,DEV_0124
TXN_100125,154.56,1710336015,W,0.175,CA,5.2,0.0,CARD_0025,421359,WellsFargo,amex,credit,198.51.0.35,RESIDENTIAL,US,Comcast,0.9,EMAIL_00124,gmail.com,false,ADDR_00124,CA,US,90244,MERCH_025,grocery,LOW,2,ACCT_0025,DEV_0125
TXN_100126,230.04,1710159384,W,0.143,CA,5.2,0.0,CARD_0026,497580,Citibank,discover,credit,198.51.0.36,RESIDENTIAL,US,Comcast,0.9,EMAIL_00125,gmail.com,false,ADDR_00125,CA,US,90245,MERCH_026,travel,LOW,2,ACCT_0026,DEV_0126
TXN_100127,39.45,1710032411,W,0.161,CA,5.2,0.0,CARD_0027,433834,Citibank,mastercard,credit,198.51.0.37,RESIDENTIAL,US,Comcast,0.9,EMAIL_00126,gmail.com,false,ADDR_00126,CA,US,90246,MERCH_027,grocery,LOW,5,ACCT_0027,DEV_0127
TXN_100128,83.35,1710319064,W,0.123,CA,5.2,0.0,CARD_0028,488139,WellsFargo,visa,credit,198.51.0.38,RESIDENTIAL,US,Comcast,0.9,EMAIL_00127,gmail.com,false,ADDR_00127,CA,US,90247,MERCH_028,crypto_gateway,HIGH,10,ACCT_0028,DEV_0128
TXN_100129,345.99,1710182073,W,0.135,CA,5.2,0.0,CARD_0029,463271,Citibank,mastercard,credit,198.51.0.39,RESIDENTIAL,US,Comcast,0.9,EMAIL_00128,gmail.com,false,ADDR_00128,CA,US,90248,MERCH_029,digital_gaming,HIGH,10,ACCT_0029,DEV_0129
TXN_100130,203.15,1710168308,W,0.112,CA,5.2,0.0,CARD_0030,474332,Citibank,visa,credit,198.51.0.40,RESIDENTIAL,US,Comcast,0.9,EMAIL_00129,gmail.com,false,ADDR_00129,CA,US,90249,MERCH_030,retail,LOW,2,ACCT_0030,DEV_0130
TXN_100131,98.05,1710051757,W,0.249,CA,5.2,0.0,CARD_0031,441890,WellsFargo,discover,credit,198.51.0.41,RESIDENTIAL,US,Comcast,0.9,EMAIL_00130,gmail.com,false,ADDR_00130,CA,US,90250,MERCH_031,electronics,LOW,4,ACCT_0031,DEV_0131
TXN_100132,98.17,1710454670,W,0.216,CA,5.2,0.0,CARD_0032,482140,WellsFargo,discover,credit,198.51.0.42,RESIDENTIAL,US,Comcast,0.9,EMAIL_00131,gmail.com,false,ADDR_00131,CA,US,90251,MERCH_032,digital_gaming,HIGH,2,ACCT_0032,DEV_0132
TXN_100133,78.59,1710084541,W,0.165,CA,5.2,0.0,CARD_0033,442951,BankOfAmerica,visa,credit,198.51.0.43,RESIDENTIAL,US,Comcast,0.9,EMAIL_00132,gmail.com,false,ADDR_00132,CA,US,90252,MERCH_033,retail,LOW,2,ACCT_0033,DEV_0133
TXN_100134,118.36,1710013151,W,0.155,CA,5.2,0.0,CARD_0034,480236,BankOfAmerica,mastercard,credit,198.51.0.44,RESIDENTIAL,US,Comcast,0.9,EMAIL_00133,gmail.com,false,ADDR_00133,CA,US,90253,MERCH_034,travel,LOW,5,ACCT_0034,DEV_0134
TXN_100135,95.64,1710306840,W,0.115,CA,5.2,0.0,CARD_0035,487278,WellsFargo,visa,credit,198.51.0.45,RESIDENTIAL,US,Comcast,0.9,EMAIL_00134,gmail.com,false,ADDR_00134,CA,US,90254,MERCH_035,travel,LOW,6,ACCT_0035,DEV_0135
TXN_100136,215.17,1710442895,W,0.052,CA,5.2,0.0,CARD_0036,457301,BankOfAmerica,discover,credit,198.51.0.46,RESIDENTIAL,US,Comcast,0.9,EMAIL_00135,gmail.com,false,ADDR_00135,CA,US,90255,MERCH_036,retail,LOW,6,ACCT_0036,DEV_0136
TXN_100137,159.36,1710463660,W,0.143,CA,5.2,0.0,CARD_0037,415965,Chase,discover,credit,198.51.0.47,RESIDENTIAL,US,Comcast,0.9,EMAIL_00136,gmail.com,false,ADDR_00136,CA,US,90256,MERCH_037,digital_gaming,HIGH,4,ACCT_0037,DEV_0137
TXN_100138,30.16,1710027821,W,0.116,CA,5.2,0.0,CARD_0038,474340,Chase,visa,credit,198.51.0.48,RESIDENTIAL,US,Comcast,0.9,EMAIL_00137,gmail.com,false,ADDR_00137,CA,US,90257,MERCH_038,crypto_gateway,HIGH,5,ACCT_0038,DEV_0138
TXN_100139,183.93,1710401767,W,0.191,CA,5.2,0.0,CARD_0039,467733,WellsFargo,mastercard,credit,198.51.0.49,RESIDENTIAL,US,Comcast,0.9,EMAIL_00138,gmail.com,false,ADDR_00138,CA,US,90258,MERCH_039,crypto_gateway,HIGH,2,ACCT_0039,DEV_0139
TXN_100140,58.1,1710051688,W,0.178,CA,5.2,0.0,CARD_0040,472616,Chase,visa,credit,198.51.0.50,RESIDENTIAL,US,Comcast,0.9,EMAIL_00139,gmail.com,false,ADDR_00139,CA,US,90259,MERCH_040,grocery,LOW,3,ACCT_0040,DEV_0140
TXN_100141,137.48,1710076637,W,0.142,CA,5.2,0.0,CARD_0041,492502,Chase,mastercard,credit,198.51.0.51,RESIDENTIAL,US,Comcast,0.9,EMAIL_00140,gmail.com,false,ADDR_00140,CA,US,90260,MERCH_041,grocery,LOW,4,ACCT_0041,DEV_0141
TXN_100142,28.49,1710021402,W,0.169,CA,5.2,0.0,CARD_0042,442530,Chase,amex,credit,198.51.0.52,RESIDENTIAL,US,Comcast,0.9,EMAIL_00141,gmail.com,false,ADDR_00141,CA,US,90261,MERCH_042,retail,LOW,8,ACCT_0042,DEV_0142
TXN_100143,64.9,1710469258,W,0.264,CA,5.2,0.0,CARD_0043,459856,Citibank,amex,credit,198.51.0.53,RESIDENTIAL,US,Comcast,0.9,EMAIL_00142,gmail.com,false,ADDR_00142,CA,US,90262,MERCH_043,travel,LOW,5,ACCT_0043,DEV_0143
TXN_100144,69.44,1710324223,W,0.167,CA,5.2,0.0,CARD_0044,491399,Chase,visa,credit,198.51.0.54,RESIDENTIAL,US,Comcast,0.9,EMAIL_00143,gmail.com,false,ADDR_00143,CA,US,90263,MERCH_044,crypto_gateway,HIGH,9,ACCT_0044,DEV_0144
TXN_100145,185.75,1710257820,W,0.135,CA,5.2,0.0,CARD_0045,444687,Chase,mastercard,credit,198.51.0.55,RESIDENTIAL,US,Comcast,0.9,EMAIL_00144,gmail.com,false,ADDR_00144,CA,US,90264,MERCH_045,retail,LOW,6,ACCT_0045,DEV_0145
TXN_100146,240.73,1710219387,W,0.187,CA,5.2,0.0,CARD_0046,430517,Chase,amex,credit,198.51.0.56,RESIDENTIAL,US,Comcast,0.9,EMAIL_00145,gmail.com,false,ADDR_00145,CA,US,90265,MERCH_046,electronics,LOW,4,ACCT_0046,DEV_0146
TXN_100147,103.95,1710344718,W,0.161,CA,5.2,0.0,CARD_0047,440340,WellsFargo,discover,credit,198.51.0.57,RESIDENTIAL,US,Comcast,0.9,EMAIL_00146,gmail.com,false,ADDR_00146,CA,US,90266,MERCH_047,electronics,LOW,6,ACCT_0047,DEV_0147
TXN_100148,64.5,1710357896,W,0.268,CA,5.2,0.0,CARD_0048,440595,WellsFargo,mastercard,credit,198.51.0.58,RESIDENTIAL,US,Comcast,0.9,EMAIL_00147,gmail.com,false,ADDR_00147,CA,US,90267,MERCH_048,travel,LOW,5,ACCT_0048,DEV_0148
TXN_100149,51.81,1710010928,W,0.085,CA,5.2,0.0,CARD_0049,494886,BankOfAmerica,discover,credit,198.51.0.59,RESIDENTIAL,US,Comcast,0.9,EMAIL_00148,gmail.com,false,ADDR_00148,CA,US,90268,MERCH_049,electronics,LOW,4,ACCT_0049,DEV_0149
TXN_100150,246.32,1710216155,W,0.251,CA,5.2,0.0,CARD_0050,431747,WellsFargo,discover,credit,198.51.0.60,RESIDENTIAL,US,Comcast,0.9,EMAIL_00149,gmail.com,false,ADDR_00149,CA,US,90269,MERCH_050,grocery,LOW,6,ACCT_0050,DEV_0150
TXN_100151,261.51,1710033653,W,0.179,CA,5.2,0.0,CARD_0051,449857,Citibank,discover,credit,198.51.0.61,RESIDENTIAL,US,Comcast,0.9,EMAIL_00150,gmail.com,false,ADDR_00150,CA,US,90270,MERCH_001,crypto_gateway,HIGH,2,ACCT_0051,DEV_0001
TXN_100152,349.37,1710251804,W,0.27,CA,5.2,0.0,CARD_0052,420543,Chase,amex,credit,198.51.0.62,RESIDENTIAL,US,Comcast,0.9,EMAIL_00151,gmail.com,false,ADDR_00151,CA,US,90271,MERCH_002,electronics,LOW,5,ACCT_0052,DEV_0002
TXN_100153,320.56,1710180477,W,0.111,CA,5.2,0.0,CARD_0053,413390,Chase,mastercard,credit,198.51.0.63,RESIDENTIAL,US,Comcast,0.9,EMAIL_00152,gmail.com,false,ADDR_00152,CA,US,90272,MERCH_003,retail,LOW,4,ACCT_0053,DEV_0003
TXN_100154,177.2,1710130247,W,0.102,CA,5.2,0.0,CARD_0054,498117,WellsFargo,visa,credit,198.51.0.64,RESIDENTIAL,US,Comcast,0.9,EMAIL_00153,gmail.com,false,ADDR_00153,CA,US,90273,MERCH_004,retail,LOW,2,ACCT_0054,DEV_0004
TXN_100155,340.93,1710157035,W,0.212,CA,5.2,0.0,CARD_0055,495394,Citibank,discover,credit,198.51.0.65,RESIDENTIAL,US,Comcast,0.9,EMAIL_00154,gmail.com,false,ADDR_00154,CA,US,90274,MERCH_005,crypto_gateway,HIGH,9,ACCT_0055,DEV_0005
TXN_100156,121.21,1710183873,W,0.182,CA,5.2,0.0,CARD_0056,474451,Chase,amex,credit,198.51.0.66,RESIDENTIAL,US,Comcast,0.9,EMAIL_00155,gmail.com,false,ADDR_00155,CA,US,90275,MERCH_006,electronics,LOW,10,ACCT_0056,DEV_0006
TXN_100157,196.97,1710470636,W,0.235,CA,5.2,0.0,CARD_0057,497835,Chase,mastercard,credit,198.51.0.67,RESIDENTIAL,US,Comcast,0.9,EMAIL_00156,gmail.com,false,ADDR_00156,CA,US,90276,MERCH_007,travel,LOW,1,ACCT_0057,DEV_0007
TXN_100158,29.09,1710375415,W,0.201,CA,5.2,0.0,CARD_0058,447777,Citibank,visa,credit,198.51.0.68,RESIDENTIAL,US,Comcast,0.9,EMAIL_00157,gmail.com,false,ADDR_00157,CA,US,90277,MERCH_008,electronics,LOW,2,ACCT_0058,DEV_0008
TXN_100159,265.36,1710113190,W,0.265,CA,5.2,0.0,CARD_0059,452372,Chase,amex,credit,198.51.0.69,RESIDENTIAL,US,Comcast,0.9,EMAIL_00158,gmail.com,false,ADDR_00158,CA,US,90278,MERCH_009,retail,LOW,4,ACCT_0059,DEV_0009
TXN_100160,248.22,1710072970,W,0.185,CA,5.2,0.0,CARD_0060,410150,Citibank,amex,credit,198.51.0.70,RESIDENTIAL,US,Comcast,0.9,EMAIL_00159,gmail.com,false,ADDR_00159,CA,US,90279,MERCH_010,grocery,LOW,10,ACCT_0060,DEV_0010
TXN_100161,96.22,1710352185,W,0.062,CA,5.2,0.0,CARD_0061,491609,Citibank,amex,credit,198.51.0.71,RESIDENTIAL,US,Comcast,0.9,EMAIL_00160,gmail.com,false,ADDR_00160,CA,US,90280,MERCH_011,electronics,LOW,9,ACCT_0061,DEV_0011
TXN_100162,125.65,1710248675,W,0.272,CA,5.2,0.0,CARD_0062,481987,BankOfAmerica,discover,credit,198.51.0.72,RESIDENTIAL,US,Comcast,0.9,EMAIL_00161,gmail.com,false,ADDR_00161,CA,US,90281,MERCH_012,retail,LOW,9,ACCT_0062,DEV_0012
TXN_100163,342.6,1710083806,W,0.16,CA,5.2,0.0,CARD_0063,492578,BankOfAmerica,mastercard,credit,198.51.0.73,RESIDENTIAL,US,Comcast,0.9,EMAIL_00162,gmail.com,false,ADDR_00162,CA,US,90282,MERCH_013,travel,LOW,4,ACCT_0063,DEV_0013
TXN_100164,81.82,1710151599,W,0.064,CA,5.2,0.0,CARD_0064,422217,BankOfAmerica,visa,credit,198.51.0.74,RESIDENTIAL,US,Comcast,0.9,EMAIL_00163,gmail.com,false,ADDR_00163,CA,US,90283,MERCH_014,travel,LOW,10,ACCT_0064,DEV_0014
TXN_100165,272.52,1710342992,W,0.216,CA,5.2,0.0,CARD_0065,430181,Citibank,discover,credit,198.51.0.75,RESIDENTIAL,US,Comcast,0.9,EMAIL_00164,gmail.com,false,ADDR_00164,CA,US,90284,MERCH_015,digital_gaming,HIGH,1,ACCT_0065,DEV_0015
TXN_100166,328.78,1710479795,W,0.265,CA,5.2,0.0,CARD_0066,473242,Citibank,mastercard,credit,198.51.0.76,RESIDENTIAL,US,Comcast,0.9,EMAIL_00165,gmail.com,false,ADDR_00165,CA,US,90285,MERCH_016,retail,LOW,7,ACCT_0066,DEV_0016
TXN_100167,349.05,1710209139,W,0.271,CA,5.2,0.0,CARD_0067,488561,BankOfAmerica,visa,credit,198.51.0.77,RESIDENTIAL,US,Comcast,0.9,EMAIL_00166,gmail.com,false,ADDR_00166,CA,US,90286,MERCH_017,digital_gaming,HIGH,5,ACCT_0067,DEV_0017
TXN_100168,325.22,1710460665,W,0.181,CA,5.2,0.0,CARD_0068,476550,WellsFargo,visa,credit,198.51.0.78,RESIDENTIAL,US,Comcast,0.9,EMAIL_00167,gmail.com,false,ADDR_00167,CA,US,90287,MERCH_018,retail,LOW,4,ACCT_0068,DEV_0018
TXN_100169,326.03,1710176658,W,0.175,CA,5.2,0.0,CARD_0069,486011,Citibank,mastercard,credit,198.51.0.79,RESIDENTIAL,US,Comcast,0.9,EMAIL_00168,gmail.com,false,ADDR_00168,CA,US,90288,MERCH_019,digital_gaming,HIGH,2,ACCT_0069,DEV_0019
TXN_100170,180.46,1710493076,W,0.113,CA,5.2,0.0,CARD_0070,453573,Citibank,amex,credit,198.51.0.80,RESIDENTIAL,US,Comcast,0.9,EMAIL_00169,gmail.com,false,ADDR_00169,CA,US,90289,MERCH_020,electronics,LOW,7,ACCT_0070,DEV_0020
TXN_100171,125.78,1710384317,W,0.215,CA,5.2,0.0,CARD_0071,441300,Citibank,mastercard,credit,198.51.0.81,RESIDENTIAL,US,Comcast,0.9,EMAIL_00170,gmail.com,false,ADDR_00170,CA,US,90290,MERCH_021,electronics,LOW,6,ACCT_0071,DEV_0021
TXN_100172,19.72,1710177743,W,0.224,CA,5.2,0.0,CARD_0072,471993,Citibank,amex,credit,198.51.0.82,RESIDENTIAL,US,Comcast,0.9,EMAIL_00171,gmail.com,false,ADDR_00171,CA,US,90291,MERCH_022,digital_gaming,HIGH,10,ACCT_0072,DEV_0022
TXN_100173,219.67,1710335876,W,0.125,CA,5.2,0.0,CARD_0073,414852,BankOfAmerica,discover,credit,198.51.0.83,RESIDENTIAL,US,Comcast,0.9,EMAIL_00172,gmail.com,false,ADDR_00172,CA,US,90292,MERCH_023,digital_gaming,HIGH,1,ACCT_0073,DEV_0023
TXN_100174,149.28,1710051009,W,0.124,CA,5.2,0.0,CARD_0074,467711,Chase,amex,credit,198.51.0.84,RESIDENTIAL,US,Comcast,0.9,EMAIL_00173,gmail.com,false,ADDR_00173,CA,US,90293,MERCH_024,crypto_gateway,HIGH,8,ACCT_0074,DEV_0024
TXN_100175,98.1,1710137726,W,0.223,CA,5.2,0.0,CARD_0075,495823,BankOfAmerica,visa,credit,198.51.0.85,RESIDENTIAL,US,Comcast,0.9,EMAIL_00174,gmail.com,false,ADDR_00174,CA,US,90294,MERCH_025,grocery,LOW,2,ACCT_0075,DEV_0025
TXN_100176,116.15,1710379998,W,0.133,CA,5.2,0.0,CARD_0076,462098,Chase,discover,credit,198.51.0.86,RESIDENTIAL,US,Comcast,0.9,EMAIL_00175,gmail.com,false,ADDR_00175,CA,US,90295,MERCH_026,travel,LOW,2,ACCT_0076,DEV_0026
TXN_100177,94.16,1710351112,W,0.087,CA,5.2,0.0,CARD_0077,451505,Citibank,visa,credit,198.51.0.87,RESIDENTIAL,US,Comcast,0.9,EMAIL_00176,gmail.com,false,ADDR_00176,CA,US,90296,MERCH_027,grocery,LOW,5,ACCT_0077,DEV_0027
TXN_100178,244.83,1710484973,W,0.261,CA,5.2,0.0,CARD_0078,499705,WellsFargo,mastercard,credit,198.51.0.88,RESIDENTIAL,US,Comcast,0.9,EMAIL_00177,gmail.com,false,ADDR_00177,CA,US,90297,MERCH_028,crypto_gateway,HIGH,10,ACCT_0078,DEV_0028
TXN_100179,113.84,1710323240,W,0.16,CA,5.2,0.0,CARD_0079,422903,Chase,amex,credit,198.51.0.89,RESIDENTIAL,US,Comcast,0.9,EMAIL_00178,gmail.com,false,ADDR_00178,CA,US,90298,MERCH_029,digital_gaming,HIGH,10,ACCT_0079,DEV_0029
TXN_100180,265.49,1710318581,W,0.176,CA,5.2,0.0,CARD_0080,416028,WellsFargo,visa,credit,198.51.0.90,RESIDENTIAL,US,Comcast,0.9,EMAIL_00179,gmail.com,false,ADDR_00179,CA,US,90299,MERCH_030,retail,LOW,2,ACCT_0080,DEV_0030
